date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.01.2021,Республика Бурятия,"4504,3","4503,6","37,3","4466,3","4,6"
01.01.2021,Республика Дагестан,"5236,2","5234,6","33,9","5200,7","1,7"
01.01.2021,Республика Ингушетия,"834,6","834,5","8,1","826,3","1,7"
01.01.2021,Республика Калмыкия,"996,6","996,3","5,9","990,4","3,7"
01.01.2021,Республика Карелия,"2378,7","2378,4","16,9","2361,4","3,8"
01.01.2021,Республика Коми,"3993,1","3992,7","27,2","3965,5","4,8"
01.01.2021,Республика Крым,"6340,1","6339,1","218,6","6120,5","3,3"
01.01.2021,Республика Марий Эл,"2533,9","2533,6","15,3","2518,3","3,7"
01.01.2021,Республика Мордовия,"3777,3","3776,7","22,8","3753,9","4,7"
01.01.2021,Республика Саха (Якутия),4734,"4732,9","58,5","4674,4","4,9"
01.01.2021,Республика Северная Осетия-Алания,"2366,6","2366,4","9,4",2357,"3,4"
01.01.2021,Республика Татарстан (Татарстан),19331,"19329,8","197,2","19132,7",5
01.01.2021,Республика Тыва,"1086,4",1086,"9,8","1076,3","3,3"
01.01.2021,Республика Хакасия,"2023,3",2023,"15,7","2007,4","3,8"
01.01.2021,Ростовская область,"19882,6","19881,2","359,1","19522,2","4,7"
01.01.2021,Рязанская область,"5048,7","5048,1","41,6","5006,5","4,5"
01.01.2021,Самарская область,"25132,6",25132,"107,5","25024,5","7,9"
01.01.2021,г. Санкт-Петербург,42813,"42812,7","854,8","41957,9",8
01.01.2021,Саратовская область,"10418,3","10417,7","59,2","10358,4","4,3"
01.01.2021,Сахалинская область,2324,"2323,9","24,5","2299,4","4,7"
01.01.2021,Свердловская область,"29361,6","29361,3","665,4","28695,9","6,8"
01.01.2021,г. Севастополь,"23,9","23,8","4,5","19,4","0,1"
01.01.2021,Смоленская область,"4014,2","4013,8","29,3","3984,5","4,3"
01.01.2021,Ставропольский край,10944,"10943,5","123,2","10820,3","3,9"
01.01.2021,Тамбовская область,"4256,6",4256,"27,8","4228,3","4,2"
01.01.2021,Тверская область,"5193,5","5192,9","35,2","5157,7","4,1"
01.01.2021,Томская область,"4354,7","4354,4","33,4",4321,4
01.01.2021,Тульская область,"7268,6","7268,3","48,8","7219,5","4,9"
01.01.2021,Тюменская область,"17970,7","17969,7","211,3","17758,5","4,8"
01.01.2021,Удмуртская Республика,6883,"6882,4","58,4",6824,"4,6"
01.01.2021,Ульяновская область,"5824,9","5824,5","30,7","5793,8","4,7"
01.01.2021,Хабаровский край,"9726,7","9726,2",121,"9605,2","7,4"
01.01.2021,Челябинская область,"14760,7",14760,145,14615,"4,2"
01.01.2021,Чеченская Республика,"1825,4","1824,9","13,1","1811,8","1,3"
01.01.2021,Чувашская Республика - Чувашия,"5773,1","5772,5","37,7","5734,8","4,7"
01.01.2021,Чукотский автономный округ,"0,1",0,0,0,0
01.01.2021,Ярославская область,"5220,9","5220,7","163,3","5057,3","4,1"
01.10.2022,Алтайский край,"10075,8","10075,8","65,6","10010,2","4,3"
01.10.2022,Амурская область,"4878,3","4878,3","42,8","4835,5","6,2"
01.10.2022,Архангельская область,"4946,9","4946,9","36,4","4910,5","4,3"
01.10.2022,Астраханская область,"4359,1","4359,1","23,7","4335,4","4,3"
01.10.2022,Белгородская область,"6847,6","6847,6","53,5","6794,1","4,4"
01.10.2022,Брянская область,"5050,8","5050,8","29,8",5021,"4,2"
01.10.2022,Владимирская область,"6326,5","6326,5",46,"6280,5","4,6"
01.10.2022,Волгоградская область,"10166,3","10166,3","136,2","10030,1","4,1"
01.10.2022,Вологодская область,"4727,3","4727,3","47,5","4679,8",4
01.10.2022,Воронежская область,"17247,2","17247,2","88,2",17159,"7,4"
01.10.2022,Еврейская автономная область,"609,1","609,1","3,2","605,8","3,8"
01.10.2022,Забайкальский край,"4369,4","4369,4","27,2","4342,2","4,1"
01.10.2022,Ивановская область,"4114,2","4114,2","37,3","4076,9","4,1"
01.10.2022,Иркутская область,"12106,1","12106,1","74,9","12031,2",5
01.10.2022,Кабардино-Балкарская Республика,"2756,1","2756,1","27,6","2728,6","3,2"
01.10.2022,Калининградская область,4500,4500,58,"4441,9","4,5"
01.10.2022,Калужская область,"5081,8","5081,8","41,7","5040,1",5
01.10.2022,Камчатский край,"1631,1","1631,1","15,3","1615,8","5,2"
01.10.2022,Карачаево-Черкесская Республика,"1383,9","1383,9","8,3","1375,6",3
01.10.2022,Кемеровская область-Кузбасс,"12299,2","12299,2","55,8","12243,4","4,6"
01.10.2022,Кировская область,"5940,8","5940,8",62,"5878,8","4,7"
01.10.2022,Костромская область,"3948,1","3948,1",25,3923,"6,2"
01.10.2022,Краснодарский край,"30778,4","30778,4","336,6","30441,7","5,4"
01.10.2022,Красноярский край,"14971,6","14971,5","145,3","14826,3","5,2"
01.10.2022,Курганская область,"3380,3","3380,3","19,3",3361,4
01.10.2022,Курская область,"5491,8","5491,8","37,5","5454,3",5
01.10.2022,Ленинградская область,"46,3","46,3","1,1","45,2",0
01.10.2022,Липецкая область,"5032,6","5032,6","30,9","5001,6","4,4"
01.10.2022,Магаданская область,"1331,1","1331,1","7,4","1323,7","9,4"
01.10.2022,г. Москва и Московская область,"392849,7",392687,"7301,7","385385,4","19,4"
01.10.2022,Мурманская область,"3824,4","3824,4",20,"3804,4","5,1"
01.10.2022,Нижегородская область,"19660,5","19660,5",805,"18855,5","6,1"
01.10.2022,Новгородская область,"2636,3","2636,3","20,3",2616,"4,4"
01.10.2022,Новосибирская область,"45534,9","45534,8","645,7","44889,1","16,3"
01.10.2022,Омская область,"8775,2","8775,2",57,"8718,2","4,5"
01.10.2022,Оренбургская область,"9012,1","9012,1","52,1",8960,"4,6"
01.10.2022,Орловская область,"3688,2","3688,2","26,9","3661,3",5
01.10.2022,Пензенская область,"5872,7","5872,7","44,7",5828,"4,5"
01.10.2022,Пермский край,10876,10876,103,10773,"4,2"
01.10.2022,Приморский край,"10490,6","10490,5","124,4","10366,1","5,5"
01.10.2022,Псковская область,"2653,5","2653,5","19,2","2634,3","4,2"
01.10.2022,Республика Адыгея (Адыгея),"1466,2","1466,2","7,9","1458,3","3,2"
01.10.2022,Республика Алтай,"804,8","804,8","6,7","798,1","3,7"
01.10.2022,Республика Башкортостан,"18654,4","18654,4","183,1","18471,3","4,6"
01.10.2022,Республика Бурятия,"4886,4","4886,4","42,8","4843,6",5
01.10.2022,Республика Дагестан,"5800,4","5800,4","39,6","5760,8","1,9"
01.10.2022,Республика Ингушетия,"936,5","936,5","6,8","929,7","1,9"
01.10.2022,Республика Калмыкия,"1040,2","1040,2","6,7","1033,4","3,8"
01.10.2022,Республика Карелия,"2520,7","2520,7","18,1","2502,5","4,1"
01.10.2022,Республика Коми,"4166,5","4166,5","27,6","4138,9",5
01.10.2022,Республика Крым,"7259,6","7259,6",249,"7010,7","3,8"
01.10.2022,Республика Марий Эл,"2708,8","2708,8","16,7","2692,1",4
01.10.2022,Республика Мордовия,"3511,7","3511,7","20,1","3491,6","4,4"
01.10.2022,Республика Саха (Якутия),"5056,8","5056,8","55,9","5000,9","5,2"
01.10.2022,Республика Северная Осетия-Алания,"2518,1","2518,1",11,"2507,1","3,6"
01.10.2022,Республика Татарстан (Татарстан),"20903,9","20903,8","211,4","20692,4","5,4"
01.10.2022,Республика Тыва,"1199,6","1199,6","11,1","1188,4","3,7"
01.10.2022,Республика Хакасия,"2146,9","2146,9","16,5","2130,4",4
01.10.2022,Ростовская область,"20881,4","20881,4","419,4",20462,5
01.10.2022,Рязанская область,"5283,9","5283,9",44,"5239,9","4,7"
01.10.2022,Самарская область,"25783,2","25783,2","111,1",25672,"8,1"
01.10.2022,г. Санкт-Петербург,"45143,3","45143,3","994,2","44149,1","8,4"
01.10.2022,Саратовская область,"10945,3","10945,3","64,6","10880,7","4,5"
01.10.2022,Сахалинская область,"2572,5","2572,5","26,4","2546,1","5,3"
01.10.2022,Свердловская область,"30269,6","30269,6",780,"29489,6",7
01.10.2022,г. Севастополь,0,0,0,0,0
01.10.2022,Смоленская область,4246,4246,34,"4212,1","4,5"
01.10.2022,Ставропольский край,"11571,9","11571,9","142,5","11429,4","4,1"
01.10.2022,Тамбовская область,"4453,7","4453,7","28,6","4425,1","4,4"
01.10.2022,Тверская область,"5564,3","5564,3","38,9","5525,4","4,4"
01.10.2022,Томская область,"4104,4","4104,4","32,6","4071,8","3,8"
01.10.2022,Тульская область,"7770,1","7770,1","45,9","7724,3","5,3"
01.10.2022,Тюменская область,"18599,8","18599,8","231,7","18368,1",5
01.10.2022,Удмуртская Республика,"7290,6","7290,6","59,8","7230,8","4,8"
01.10.2022,Ульяновская область,"6074,5","6074,5","33,8","6040,8","4,9"
01.10.2022,Хабаровский край,"8643,8","8643,8",128,"8515,7","6,5"
01.10.2022,Челябинская область,"15316,4","15316,4","148,2","15168,2","4,4"
01.10.2022,Чеченская Республика,"2292,2","2292,2","14,8","2277,4","1,6"
01.10.2022,Чувашская Республика - Чувашия,"6104,2","6104,2","37,5","6066,7",5
01.10.2022,Чукотский автономный округ,0,0,0,0,0
01.10.2022,Ярославская область,"5581,1","5581,1","176,9","5404,2","4,4"
01.07.2022,Алтайский край,"10038,1",10038,"64,8","9973,3","4,3"
01.07.2022,Амурская область,"4838,5","4838,5","42,9","4795,6","6,1"
01.07.2022,Архангельская область,"4930,9","4930,9","36,2","4894,8","4,3"
01.07.2022,Астраханская область,"4336,2","4336,2","23,4","4312,8","4,3"
01.07.2022,Белгородская область,"6789,1","6789,1","53,1",6736,"4,4"
01.07.2022,Брянская область,"5028,9","5028,9","29,6","4999,3","4,2"
01.07.2022,Владимирская область,"6282,9","6282,9",45,"6237,9","4,6"
01.07.2022,Волгоградская область,"10128,5","10128,5","138,2","9990,3",4
01.07.2022,Вологодская область,"4685,8","4685,8","47,1","4638,6",4
01.07.2022,Воронежская область,"17551,6","17551,6","88,2","17463,4","7,5"
01.07.2022,Еврейская автономная область,"605,2","605,2","3,2","601,9","3,8"
01.07.2022,Забайкальский край,4338,4338,"26,8","4311,2","4,1"
01.07.2022,Ивановская область,"4095,1","4095,1",37,"4058,1","4,1"
01.07.2022,Иркутская область,"12038,9","12038,9","73,7","11965,2",5
01.07.2022,Кабардино-Балкарская Республика,"2749,8","2749,8","26,9","2722,9","3,2"
01.07.2022,Калининградская область,"4462,8","4462,8","57,8",4405,"4,5"
01.07.2022,Калужская область,"5049,9","5049,9","42,2","5007,7",5
01.07.2022,Камчатский край,"1635,7","1635,7",15,"1620,7","5,2"
01.07.2022,Карачаево-Черкесская Республика,1374,1374,"8,1","1365,8",3
01.07.2022,Кемеровская область-Кузбасс,"12243,3","12243,3","54,7","12188,6","4,6"
01.07.2022,Кировская область,"6015,4","6015,4","71,2","5944,2","4,7"
01.07.2022,Костромская область,"3940,9","3940,9","24,9",3916,"6,2"
01.07.2022,Краснодарский край,30053,30053,328,"29724,9","5,3"
01.07.2022,Красноярский край,"14846,8","14846,8","142,4","14704,4","5,2"
01.07.2022,Курганская область,"3368,7","3368,7","19,4","3349,2",4
01.07.2022,Курская область,"5465,5","5465,5","37,3","5428,1","4,9"
01.07.2022,Ленинградская область,"45,3","45,3","1,1","44,2",0
01.07.2022,Липецкая область,"5010,8","5010,8","31,2","4979,7","4,4"
01.07.2022,Магаданская область,"1325,9","1325,9","7,3","1318,5","9,4"
01.07.2022,г. Москва и Московская область,382017,"381870,2","6994,6","374875,6","18,9"
01.07.2022,Мурманская область,"3818,9","3818,9",20,"3798,8","5,1"
01.07.2022,Нижегородская область,"19503,7","19503,7","782,3","18721,3","6,1"
01.07.2022,Новгородская область,"2631,5","2631,5","19,9","2611,6","4,4"
01.07.2022,Новосибирская область,"44915,3","44915,3","622,1","44293,2","16,1"
01.07.2022,Омская область,"8733,2","8733,2","54,2",8679,"4,5"
01.07.2022,Оренбургская область,8974,8974,"51,7","8922,2","4,6"
01.07.2022,Орловская область,"3669,8","3669,8","27,5","3642,3",5
01.07.2022,Пензенская область,"5843,5","5843,5","44,6","5798,9","4,4"
01.07.2022,Пермский край,"11310,5","11310,5","102,4","11208,1","4,3"
01.07.2022,Приморский край,"10381,7","10381,7","123,7",10258,"5,5"
01.07.2022,Псковская область,"2635,8","2635,8","19,2","2616,6","4,2"
01.07.2022,Республика Адыгея (Адыгея),"1452,3","1452,3","7,7","1444,6","3,2"
01.07.2022,Республика Алтай,"796,6","796,6","6,7","789,8","3,6"
01.07.2022,Республика Башкортостан,"19194,4","19194,4","181,2","19013,1","4,7"
01.07.2022,Республика Бурятия,"4834,7","4834,7","42,5","4792,2","4,9"
01.07.2022,Республика Дагестан,"5721,1","5721,1","39,3","5681,8","1,9"
01.07.2022,Республика Ингушетия,"920,5","920,5","6,7","913,8","1,9"
01.07.2022,Республика Калмыкия,"1036,1","1036,1","6,7","1029,3","3,8"
01.07.2022,Республика Карелия,"2503,6","2503,6",18,"2485,6","4,1"
01.07.2022,Республика Коми,"4163,3","4163,3","27,5","4135,7",5
01.07.2022,Республика Крым,"7147,5","7147,5","245,9","6901,5","3,7"
01.07.2022,Республика Марий Эл,"2694,9","2694,9","16,8","2678,1",4
01.07.2022,Республика Мордовия,"3494,2","3494,2","20,2",3474,"4,4"
01.07.2022,Республика Саха (Якутия),"5019,3","5019,3",55,"4964,3","5,2"
01.07.2022,Республика Северная Осетия-Алания,"2498,8","2498,8","10,8",2488,"3,6"
01.07.2022,Республика Татарстан (Татарстан),"20882,2","20882,2","209,3","20672,9","5,4"
01.07.2022,Республика Тыва,"1185,3","1185,3","11,1","1174,2","3,7"
01.07.2022,Республика Хакасия,"2134,5","2134,5","16,4","2118,1",4
01.07.2022,Ростовская область,"20596,1","20596,1","410,6","20185,5","4,9"
01.07.2022,Рязанская область,"5274,6","5274,6","43,5","5231,1","4,7"
01.07.2022,Самарская область,"26291,7","26291,7","111,4","26180,2","8,3"
01.07.2022,г. Санкт-Петербург,"45183,7","45183,7","963,7",44220,"8,4"
01.07.2022,Саратовская область,"10905,2","10905,2","64,9","10840,3","4,5"
01.07.2022,Сахалинская область,"2552,3","2552,2","26,1","2526,1","5,2"
01.07.2022,Свердловская область,"30273,9","30273,9","757,3","29516,6",7
01.07.2022,г. Севастополь,0,0,0,0,0
01.07.2022,Смоленская область,"4219,6","4219,6","33,6",4186,"4,5"
01.07.2022,Ставропольский край,"11517,9","11517,9","142,3","11375,6","4,1"
01.07.2022,Тамбовская область,"4442,4","4442,4","28,8","4413,6","4,4"
01.07.2022,Тверская область,"5530,5","5530,5","37,9","5492,6","4,4"
01.07.2022,Томская область,"4691,4","4691,3","32,4",4659,"4,4"
01.07.2022,Тульская область,"7722,9","7722,9",51,"7671,8","5,2"
01.07.2022,Тюменская область,"18447,1","18447,1","225,6","18221,5",5
01.07.2022,Удмуртская Республика,"7252,2","7252,1","58,9","7193,3","4,8"
01.07.2022,Ульяновская область,"6055,1","6055,1","33,3","6021,8","4,9"
01.07.2022,Хабаровский край,"8799,5","8799,5","122,8","8676,7","6,7"
01.07.2022,Челябинская область,"15278,7","15278,7","146,5","15132,1","4,4"
01.07.2022,Чеченская Республика,"2219,9","2219,9","14,7","2205,2","1,5"
01.07.2022,Чувашская Республика - Чувашия,"6080,6","6080,6","37,7",6043,5
01.07.2022,Чукотский автономный округ,0,0,0,0,0
01.07.2022,Ярославская область,"5547,7","5547,7","176,9","5370,8","4,4"
01.04.2022,Алтайский край,"9996,1","9996,1","64,1",9932,"4,4"
01.04.2022,Амурская область,"4754,3","4754,3","41,6","4712,8","6,2"
01.04.2022,Архангельская область,"4911,5","4911,5","35,9","4875,6","4,4"
01.04.2022,Астраханская область,4322,4322,"23,4","4298,6","4,4"
01.04.2022,Белгородская область,"6745,9","6745,9","53,1","6692,8","4,4"
01.04.2022,Брянская область,"5005,8","5005,8","29,4","4976,3","4,3"
01.04.2022,Владимирская область,"6229,1","6229,1","43,9","6185,2","4,7"
01.04.2022,Волгоградская область,"10092,2","10092,2","136,8","9955,4","4,1"
01.04.2022,Вологодская область,"4665,1","4665,1","47,6","4617,5","4,1"
01.04.2022,Воронежская область,"16104,7","16104,7","88,1","16016,6",7
01.04.2022,Еврейская автономная область,"601,6","601,6","3,2","598,4","3,9"
01.04.2022,Забайкальский край,"4310,6","4310,6","26,4","4284,3","4,1"
01.04.2022,Ивановская область,"4078,5","4078,5","36,9","4041,6","4,2"
01.04.2022,Иркутская область,"11954,9","11954,9","72,5","11882,4","5,1"
01.04.2022,Кабардино-Балкарская Республика,"2731,9","2731,9","26,2","2705,7","3,1"
01.04.2022,Калининградская область,"4425,1","4425,1","57,3","4367,9","4,3"
01.04.2022,Калужская область,5019,5019,"41,9","4977,1",5
01.04.2022,Камчатский край,"1625,5","1625,5","14,9","1610,6","5,2"
01.04.2022,Карачаево-Черкесская Республика,"1364,6","1364,6",8,"1356,6","2,9"
01.04.2022,Кемеровская область-Кузбасс,12176,12176,"54,2","12121,8","4,7"
01.04.2022,Кировская область,"5971,3","5971,3","70,6","5900,8","4,8"
01.04.2022,Костромская область,"3939,1","3939,1","24,9","3914,2","6,3"
01.04.2022,Краснодарский край,"29596,6","29596,6","318,1","29278,5","5,2"
01.04.2022,Красноярский край,"14735,1","14735,1","138,5","14596,6","5,2"
01.04.2022,Курганская область,"3352,8","3352,8","19,3","3333,5","4,2"
01.04.2022,Курская область,"5431,8","5431,8","37,4","5394,4",5
01.04.2022,Ленинградская область,"44,1","44,1",1,"43,1",0
01.04.2022,Липецкая область,"4987,4","4987,4",31,"4956,4","4,5"
01.04.2022,Магаданская область,"1317,7","1317,7","7,3","1310,4","9,6"
01.04.2022,г. Москва и Московская область,"372544,6","372402,6","6682,4","365720,2","18,3"
01.04.2022,Мурманская область,"3811,5","3811,5","20,1","3791,4","5,3"
01.04.2022,Нижегородская область,"19379,9","19379,9","763,5","18616,4","6,2"
01.04.2022,Новгородская область,"2624,5","2624,5","19,7","2604,8","4,5"
01.04.2022,Новосибирская область,"43410,7","43410,7","594,9","42815,8","15,6"
01.04.2022,Омская область,"8738,2","8738,2","54,7","8683,5","4,6"
01.04.2022,Оренбургская область,"8940,7","8940,7",51,"8889,7","4,6"
01.04.2022,Орловская область,"3649,1","3649,1",27,3622,"5,1"
01.04.2022,Пензенская область,"5818,1","5818,1","44,2","5773,9","4,6"
01.04.2022,Пермский край,"11228,4","11228,4","103,7","11124,7","4,4"
01.04.2022,Приморский край,"10288,1",10288,"122,4","10165,7","5,5"
01.04.2022,Псковская область,2623,2623,19,2604,"4,3"
01.04.2022,Республика Адыгея (Адыгея),"1439,8","1439,8","7,5","1432,2","3,1"
01.04.2022,Республика Алтай,"789,9","789,9","6,6","783,3","3,6"
01.04.2022,Республика Башкортостан,"19125,2","19125,2",182,"18943,2","4,8"
01.04.2022,Республика Бурятия,"4786,9","4786,9","41,8",4745,"4,9"
01.04.2022,Республика Дагестан,"5653,5","5653,5","38,7","5614,8","1,8"
01.04.2022,Республика Ингушетия,"908,7","908,7","6,9","901,9","1,7"
01.04.2022,Республика Калмыкия,"1032,7","1032,7","6,6","1026,1","3,9"
01.04.2022,Республика Карелия,"2492,6","2492,6","17,8","2474,8","4,1"
01.04.2022,Республика Коми,"4151,5","4151,5","27,6","4123,9","5,2"
01.04.2022,Республика Крым,"6999,2","6999,2","241,6","6757,6","3,7"
01.04.2022,Республика Марий Эл,"2680,9","2680,9","16,4","2664,4",4
01.04.2022,Республика Мордовия,"3469,6","3469,6","20,1","3449,5","4,5"
01.04.2022,Республика Саха (Якутия),"4982,3","4982,3","54,7","4927,7",5
01.04.2022,Республика Северная Осетия-Алания,"2479,5","2479,5","10,6","2468,9","3,6"
01.04.2022,Республика Татарстан (Татарстан),20666,20666,"202,5","20463,5","5,3"
01.04.2022,Республика Тыва,"1174,4","1174,4","10,9","1163,5","3,5"
01.04.2022,Республика Хакасия,2120,2120,"16,3","2103,7",4
01.04.2022,Ростовская область,"20294,8","20294,8","398,5","19896,4","4,9"
01.04.2022,Рязанская область,5268,5268,"43,5","5224,5","4,9"
01.04.2022,Самарская область,"24359,4","24359,3","114,3",24245,"7,8"
01.04.2022,г. Санкт-Петербург,"43458,5","43458,5","940,6","42517,8","8,1"
01.04.2022,Саратовская область,"10665,6","10665,6","64,2","10601,4","4,5"
01.04.2022,Сахалинская область,"2527,1","2527,1","25,5","2501,7","5,2"
01.04.2022,Свердловская область,"29347,8","29347,8","743,8",28604,"6,9"
01.04.2022,г. Севастополь,0,0,0,0,0
01.04.2022,Смоленская область,4193,4193,"32,9","4160,1","4,6"
01.04.2022,Ставропольский край,"11452,2","11452,2","139,5","11312,6","4,1"
01.04.2022,Тамбовская область,"4429,5","4429,5","28,9","4400,6","4,5"
01.04.2022,Тверская область,"5495,3","5495,3","37,1","5458,2","4,5"
01.04.2022,Томская область,"4647,6","4647,6","32,3","4615,3","4,4"
01.04.2022,Тульская область,"7670,3","7670,2","51,3",7619,"5,4"
01.04.2022,Тюменская область,"18294,3","18294,3","220,2","18074,1","4,8"
01.04.2022,Удмуртская Республика,"7218,9","7218,9","58,9","7159,9","4,9"
01.04.2022,Ульяновская область,"6032,1","6032,1",33,"5999,1",5
01.04.2022,Хабаровский край,"8195,1","8195,1","118,5","8076,5","6,3"
01.04.2022,Челябинская область,"15303,4","15303,4",150,"15153,4","4,5"
01.04.2022,Чеченская Республика,"2163,8","2163,8","14,7","2149,1","1,4"
01.04.2022,Чувашская Республика - Чувашия,"6055,5","6055,5","36,9","6018,6","5,1"
01.04.2022,Чукотский автономный округ,0,0,0,0,0
01.04.2022,Ярославская область,"5522,2","5522,2","175,3","5346,9","4,5"
01.01.2022,Алтайский край,"9873,7","9873,7","64,3","9809,4","4,2"
01.01.2022,Амурская область,"4677,2","4677,2","41,8","4635,4","5,9"
01.01.2022,Архангельская область,"4834,3","4834,3","36,1","4798,1","4,2"
01.01.2022,Астраханская область,"4284,9","4284,9","23,7","4261,3","4,2"
01.01.2022,Белгородская область,"6650,3","6650,3","53,6","6596,7","4,3"
01.01.2022,Брянская область,"4946,5","4946,5","29,4","4917,1","4,1"
01.01.2022,Владимирская область,"6118,7","6118,7","43,5","6075,2","4,5"
01.01.2022,Волгоградская область,9981,9981,"136,9","9844,1",4
01.01.2022,Вологодская область,"4598,7","4598,7","47,4","4551,3","3,9"
01.01.2022,Воронежская область,"16988,4","16988,4","88,4",16900,"7,3"
01.01.2022,Еврейская автономная область,"595,1","595,1","3,2","591,9","3,7"
01.01.2022,Забайкальский край,"4254,9","4254,9","25,9",4229,4
01.01.2022,Ивановская область,"4012,5","4012,5","36,8","3975,7",4
01.01.2022,Иркутская область,"11815,1","11815,1","72,1",11743,"4,9"
01.01.2022,Кабардино-Балкарская Республика,"2706,6","2706,6","26,1","2680,5","3,1"
01.01.2022,Калининградская область,4333,4333,"57,2","4275,8","4,3"
01.01.2022,Калужская область,"4935,9","4935,9","42,1","4893,8","4,9"
01.01.2022,Камчатский край,1599,1599,15,1584,"5,1"
01.01.2022,Карачаево-Черкесская Республика,"1349,8","1349,8","8,1","1341,7","2,9"
01.01.2022,Кемеровская область-Кузбасс,"12021,6","12021,6","55,3","11966,3","4,5"
01.01.2022,Кировская область,"5868,7","5868,7",70,"5798,7","4,6"
01.01.2022,Костромская область,"3842,6","3842,6",25,"3817,6",6
01.01.2022,Краснодарский край,29742,29742,320,29422,"5,3"
01.01.2022,Красноярский край,16172,16172,"137,1","16034,9","5,6"
01.01.2022,Курганская область,"3329,1","3329,1","19,4","3309,7",4
01.01.2022,Курская область,"5359,3","5359,3",38,"5321,2","4,8"
01.01.2022,Ленинградская область,"42,9","42,9",1,"41,9",0
01.01.2022,Липецкая область,"4924,2","4924,2","31,1","4893,1","4,3"
01.01.2022,Магаданская область,"1299,2","1299,2","7,3","1291,9","9,2"
01.01.2022,г. Москва и Московская область,"373094,6","372956,2","6412,9","366543,3","18,5"
01.01.2022,Мурманская область,"3765,9","3765,9","20,3","3745,6",5
01.01.2022,Нижегородская область,"20101,6","20101,6","754,8","19346,8","6,3"
01.01.2022,Новгородская область,"2586,7","2586,7","19,8","2566,9","4,3"
01.01.2022,Новосибирская область,"40555,4","40555,4","579,8","39975,6","14,5"
01.01.2022,Омская область,8640,8640,"54,5","8585,4","4,4"
01.01.2022,Оренбургская область,"8849,5","8849,5","51,4","8798,1","4,5"
01.01.2022,Орловская область,"3601,8","3601,8",27,"3574,8","4,9"
01.01.2022,Пензенская область,"5731,1","5731,1","44,1",5687,"4,3"
01.01.2022,Пермский край,"11051,5","11051,5","105,1","10946,4","4,2"
01.01.2022,Приморский край,"10075,3","10075,3","121,8","9953,5","5,3"
01.01.2022,Псковская область,"2588,7","2588,7",19,"2569,6","4,1"
01.01.2022,Республика Адыгея (Адыгея),"1494,3","1494,3","9,9","1484,4","3,3"
01.01.2022,Республика Алтай,"779,9","779,9","6,7","773,3","3,6"
01.01.2022,Республика Башкортостан,"18869,2","18869,2","179,2",18690,"4,7"
01.01.2022,Республика Бурятия,"4730,5","4730,5","41,7","4688,8","4,8"
01.01.2022,Республика Дагестан,"5570,5","5570,5","38,7","5531,8","1,8"
01.01.2022,Республика Ингушетия,"896,9","896,8","7,1","889,8","1,8"
01.01.2022,Республика Калмыкия,"1025,7","1025,7","6,6","1019,1","3,8"
01.01.2022,Республика Карелия,"2461,3","2461,3","17,9","2443,4",4
01.01.2022,Республика Коми,"4104,4","4104,4","27,9","4076,4","4,9"
01.01.2022,Республика Крым,6879,6879,"239,1","6639,9","3,6"
01.01.2022,Республика Марий Эл,"2631,8","2631,8","16,2","2615,5","3,9"
01.01.2022,Республика Мордовия,"3420,2","3420,2",20,"3400,2","4,3"
01.01.2022,Республика Саха (Якутия),"4909,3","4909,3","54,8","4854,6","5,1"
01.01.2022,Республика Северная Осетия-Алания,"2454,1","2454,1","10,6","2443,5","3,5"
01.01.2022,Республика Татарстан (Татарстан),"20257,8","20257,8","203,4","20054,4","5,2"
01.01.2022,Республика Тыва,"1158,3","1158,3","10,9","1147,3","3,6"
01.01.2022,Республика Хакасия,"2097,5","2097,5","16,3","2081,2","3,9"
01.01.2022,Ростовская область,"20257,3","20257,3","388,7","19868,6","4,8"
01.01.2022,Рязанская область,"5197,8","5197,8","43,7","5154,1","4,7"
01.01.2022,Самарская область,"25465,3","25465,3",114,"25351,3",8
01.01.2022,г. Санкт-Петербург,44415,44415,925,43490,"8,2"
01.01.2022,Саратовская область,10698,10698,64,"10634,1","4,4"
01.01.2022,Сахалинская область,"2474,1","2474,1","25,7","2448,4","5,1"
01.01.2022,Свердловская область,"30032,7","30032,7","748,8","29283,9",7
01.01.2022,г. Севастополь,0,0,0,0,0
01.01.2022,Смоленская область,"4137,3","4137,3","32,5","4104,7","4,4"
01.01.2022,Ставропольский край,"11305,9","11305,9","139,8","11166,1",4
01.01.2022,Тамбовская область,"4376,6","4376,6","29,2","4347,4","4,3"
01.01.2022,Тверская область,"5398,3","5398,3","37,1","5361,2","4,3"
01.01.2022,Томская область,"4562,6","4562,6","34,2","4528,4","4,2"
01.01.2022,Тульская область,"7560,2","7560,2","51,5","7508,8","5,1"
01.01.2022,Тюменская область,"18228,1","18228,1","218,7","18009,4","4,9"
01.01.2022,Удмуртская Республика,7130,7130,60,7070,"4,7"
01.01.2022,Ульяновская область,"5962,3","5962,3",33,"5929,3","4,8"
01.01.2022,Хабаровский край,"9624,6","9624,6","116,2","9508,4","7,3"
01.01.2022,Челябинская область,"15197,8","15197,8","150,6","15047,1","4,4"
01.01.2022,Чеченская Республика,"2102,8","2102,8","14,6","2088,2","1,4"
01.01.2022,Чувашская Республика - Чувашия,"5947,4","5947,4","36,9","5910,5","4,9"
01.01.2022,Чукотский автономный округ,0,0,0,0,0
