date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.01.2013,Чувашская Республика - Чувашия,"4 200,5","4 199,8","36,8","4 163,0","3,4"
01.01.2013,Чукотский автономный округ,256,"255,9","1,4","254,5",5
01.01.2013,Ярославская область,"4 420,3","4 420,1","77,9","4 342,2","3,5"
01.10.2014,Алтайский край,"7 769,1","7 767,8","65,4","7 702,4","3,2"
01.10.2014,Амурская область,"4 057,1","4 056,4","33,9","4 022,5",5
01.10.2014,Архангельская область,"4 416,4","4 415,8","35,8","4 380,0","3,7"
01.10.2014,Астраханская область,"3 232,9","3 232,5","25,5","3 207,0","3,2"
01.10.2014,Белгородская область,"5 371,7","5 371,0","43,8","5 327,3","3,5"
01.10.2014,Брянская область,"4 066,8","4 066,0","20,1","4 045,9","3,3"
01.10.2014,Владимирская область,"5 044,2","5 043,8","41,2","5 002,6","3,6"
01.10.2014,Волгоградская область,"9 079,5","9 078,5","90,3","8 988,2","3,5"
01.10.2014,Вологодская область,"4 366,9","4 366,2","61,5","4 304,8","3,7"
01.10.2014,Воронежская область,"11 598,4","11 597,6","111,1","11 486,5",5
01.10.2014,Еврейская автономная область,"474,8","474,7","5,8","468,9","2,8"
01.10.2014,Забайкальский край,"3 360,1","3 359,2","20,6","3 338,5","3,1"
01.10.2014,Ивановская область,"3 379,1","3 378,7","32,3","3 346,4","3,2"
01.10.2014,Иркутская область,"9 815,8","9 814,8","64,3","9 750,5","4,1"
01.10.2014,Кабардино-Балкарская Республика,"2 444,8","2 444,6","22,8","2 421,8","2,8"
01.10.2014,Калининградская область,"1 731,4","1 731,2","48,9","1 682,2","1,8"
01.10.2014,Калужская область,"3 697,3","3 697,0",41,"3 655,9","3,7"
01.10.2014,Камчатский край,"1 306,6","1 306,4","16,1","1 290,4","4,1"
01.10.2014,Карачаево-Черкесская Республика,"1 097,9","1 097,7","12,5","1 085,2","2,3"
01.10.2014,Кемеровская область,"10 280,3","10 279,8","57,2","10 222,6","3,8"
01.10.2014,Кировская область,"4 733,5","4 733,0","52,2","4 680,8","3,6"
01.10.2014,Костромская область,"3 056,7","3 056,4","23,3","3 033,1","4,7"
01.10.2014,Краснодарский край,"19 218,8","19 217,6","265,9","18 951,7","3,6"
01.10.2014,Красноярский край,"12 895,0","12 893,5","106,7","12 786,8","4,5"
01.10.2014,Курганская область,"2 957,3","2 956,4","16,4","2 940,0","3,4"
01.10.2014,Курская область,"4 422,6","4 421,8",29,"4 392,8",4
01.10.2014,Ленинградская область,"274,6","274,1","16,1",258,"0,2"
01.10.2014,Липецкая область,"4 698,5","4 697,6","34,2","4 663,4","4,1"
01.10.2014,Магаданская область,"1 188,8","1 188,6","10,1","1 178,5","7,9"
01.10.2014,г. Москва и Московская область,"246 811,6","246 754,3","2 069,3","244 685,1","12,8"
01.10.2014,Мурманская область,"1 868,1","1 868,0",21,"1 847,0","2,4"
01.10.2014,Нижегородская область,"13 876,2","13 875,5","220,3","13 655,2","4,2"
01.10.2014,Новгородская область,"2 192,7","2 192,3","17,2","2 175,2","3,5"
01.10.2014,Новосибирская область,"20 930,7","20 929,7","301,7","20 628,0","7,7"
01.10.2014,Омская область,"8 027,0","8 026,0","54,7","7 971,2","4,1"
01.10.2014,Оренбургская область,"7 639,9","7 638,9","40,7","7 598,2","3,8"
01.10.2014,Орловская область,"2 882,0","2 881,3","19,7","2 861,7","3,7"
01.10.2014,Пензенская область,"4 526,2","4 525,4","34,6","4 490,8","3,3"
01.10.2014,Пермский край,"8 272,2","8 271,4","103,8","8 167,6","3,1"
01.10.2014,Приморский край,"7 649,6","7 649,2","99,6","7 549,5","3,9"
01.10.2014,Псковская область,"1 294,0","1 293,7","15,5","1 278,1",2
01.10.2014,Республика Адыгея (Адыгея),"1 146,4","1 146,3","12,2","1 134,0","2,6"
01.10.2014,Республика Алтай,"614,4","614,2","8,5","605,7","2,9"
01.10.2014,Республика Башкортостан,"17 023,8","17 022,4","144,7","16 877,7","4,2"
01.10.2014,Республика Бурятия,"3 649,4","3 648,6","35,5","3 613,1","3,7"
01.10.2014,Республика Дагестан,"3 508,4","3 506,8","33,9","3 472,9","1,2"
01.10.2014,Республика Ингушетия,"531,5","531,3","8,6","522,7","1,2"
01.10.2014,Республика Калмыкия,"909,6","909,3","10,1","899,2","3,2"
01.10.2014,Республика Карелия,"1 265,2","1 264,9","20,1","1 244,8",2
01.10.2014,Республика Коми,"3 647,0","3 646,7","29,7","3 617,0","4,2"
01.10.2014,Республика Крым,"141,8","141,2","23,4","117,8",-
01.10.2014,Республика Марий Эл,"2 117,8","2 117,3",14,"2 103,3","3,1"
01.10.2014,Республика Мордовия,"3 378,8","3 377,8","19,3","3 358,5","4,2"
01.10.2014,Республика Саха (Якутия),"3 606,4","3 605,6","63,3","3 542,3","3,8"
01.10.2014,Республика Северная Осетия-Алания,"1 984,5","1 984,3","12,2","1 972,1","2,8"
01.10.2014,Республика Татарстан (Татарстан),"18 360,8","18 359,6","182,8","18 176,8","4,8"
01.10.2014,Республика Тыва,"824,5","824,1","7,7","816,4","2,6"
01.10.2014,Республика Хакасия,"1 892,3","1 892,0","19,8","1 872,2","3,5"
01.10.2014,Ростовская область,"18 226,6","18 225,3","241,2","17 984,0","4,3"
01.10.2014,Рязанская область,"4 253,2","4 252,5","42,3","4 210,2","3,7"
01.10.2014,Самарская область,"19 019,9","19 019,3","153,6","18 865,7","5,9"
01.10.2014,г. Санкт-Петербург,"28 840,2","28 840,0","553,5","28 286,4","5,6"
01.10.2014,Саратовская область,"9 626,6","9 626,0","88,4","9 537,6","3,9"
01.10.2014,Сахалинская область,"1 901,0","1 900,9","28,6","1 872,3","3,9"
01.10.2014,Свердловская область,"23 474,3","23 474,0","342,2","23 131,8","5,4"
01.10.2014,г. Севастополь,"19,8","19,8","4,9","14,9",-
01.10.2014,Смоленская область,"3 320,9","3 320,5","27,1","3 293,4","3,4"
01.10.2014,Ставропольский край,"9 078,3","9 077,5","91,1","8 986,4","3,2"
01.10.2014,Тамбовская область,"3 603,3","3 602,7","20,7","3 582,0","3,4"
01.10.2014,Тверская область,"2 982,4","2 981,6","36,5","2 945,1","2,3"
01.10.2014,Томская область,"3 423,2","3 422,8","34,9","3 387,9","3,2"
01.10.2014,Тульская область,"5 718,4","5 718,0","34,8","5 683,3","3,8"
01.10.2014,Тюменская область,"16 096,6","16 095,6","167,5","15 928,1","4,5"
01.10.2014,Удмуртская Республика,"5 433,0","5 432,5","53,6","5 379,0","3,6"
01.10.2014,Ульяновская область,"5 048,8","5 048,4","43,8","5 004,7",4
01.10.2014,Хабаровский край,"7 314,9","7 314,3","95,5","7 218,8","5,5"
01.10.2014,Челябинская область,"13 709,7","13 709,0","139,3","13 569,7","3,9"
01.10.2014,Чеченская Республика,"906,5",906,10,896,"0,7"
01.10.2014,Чувашская Республика - Чувашия,"4 767,5","4 766,6",34,"4 732,6","3,8"
01.10.2014,Чукотский автономный округ,"8,4","8,3","0,1","8,2","0,2"
01.10.2014,Ярославская область,"4 583,0","4 582,8","77,1","4 505,7","3,6"
01.07.2014,Алтайский край,"7 630,7","7 629,5","56,2","7 573,3","3,2"
01.07.2014,Амурская область,"3 986,1","3 985,5","33,1","3 952,4","4,9"
01.07.2014,Архангельская область,"4 376,6","4 376,0",40,"4 336,0","3,7"
01.07.2014,Астраханская область,"3 189,9","3 189,5","25,8","3 163,7","3,1"
01.07.2014,Белгородская область,"5 314,0","5 313,4","45,6","5 267,7","3,4"
01.07.2014,Брянская область,"4 017,8","4 017,0","19,9","3 997,1","3,2"
01.07.2014,Владимирская область,"4 997,3","4 996,9","41,9","4 955,0","3,5"
01.07.2014,Волгоградская область,"8 903,0","8 902,0","87,7","8 814,3","3,5"
01.07.2014,Вологодская область,"4 255,4","4 254,7","56,7","4 198,0","3,6"
01.07.2014,Воронежская область,"11 386,1","11 385,3","106,7","11 278,6","4,9"
01.07.2014,Еврейская автономная область,"467,2","467,2","5,5","461,6","2,7"
01.07.2014,Забайкальский край,"3 345,5","3 344,6","19,3","3 325,3","3,1"
01.07.2014,Ивановская область,"3 335,9","3 335,5","32,9","3 302,6","3,2"
01.07.2014,Иркутская область,"9 838,8","9 837,9","65,2","9 772,7","4,1"
01.07.2014,Кабардино-Балкарская Республика,"2 354,1","2 353,9","22,9","2 331,0","2,7"
01.07.2014,Калининградская область,"1 738,6","1 738,4","48,8","1 689,6","1,8"
01.07.2014,Калужская область,"3 654,5","3 654,2","40,7","3 613,4","3,6"
01.07.2014,Камчатский край,"1 291,9","1 291,7","16,3","1 275,4",4
01.07.2014,Карачаево-Черкесская Республика,"1 075,4","1 075,3","12,9","1 062,3","2,3"
01.07.2014,Кемеровская область,"10 170,7","10 170,2","55,7","10 114,5","3,7"
01.07.2014,Кировская область,"4 667,5","4 667,0","51,7","4 615,3","3,6"
01.07.2014,Костромская область,"2 450,1","2 449,8","21,7","2 428,1","3,7"
01.07.2014,Краснодарский край,"18 715,3","18 714,1","257,4","18 456,7","3,5"
01.07.2014,Красноярский край,"12 624,7","12 623,2","101,1","12 522,1","4,4"
01.07.2014,Курганская область,"2 820,2","2 819,4","16,1","2 803,3","3,2"
01.07.2014,Курская область,"4 352,1","4 351,4","29,1","4 322,3","3,9"
01.07.2014,Ленинградская область,"270,2","269,6","16,4","253,2","0,2"
01.07.2014,Липецкая область,"4 645,2","4 644,3","33,5","4 610,8",4
01.07.2014,Магаданская область,"1 178,8","1 178,7",10,"1 168,7","7,8"
01.07.2014,г. Москва и Московская область,"254 673,6","254 619,4","2 041,4","252 578,0","13,2"
01.07.2014,Мурманская область,"1 862,9","1 862,7","20,8","1 842,0","2,4"
01.07.2014,Нижегородская область,"13 640,9","13 640,2","213,7","13 426,6","4,2"
01.07.2014,Новгородская область,"1 280,4","1 280,0","15,9","1 264,1","2,1"
01.07.2014,Новосибирская область,"21 272,6","21 271,6","291,9","20 979,7","7,8"
01.07.2014,Омская область,"7 883,5","7 882,5","53,7","7 828,8",4
01.07.2014,Оренбургская область,"7 569,0","7 568,1","40,2","7 527,9","3,8"
01.07.2014,Орловская область,"2 875,4","2 874,7","20,1","2 854,5","3,7"
01.07.2014,Пензенская область,"4 476,7","4 475,9","34,1","4 441,8","3,3"
01.07.2014,Пермский край,"8 285,7","8 284,9","95,3","8 189,6","3,1"
01.07.2014,Приморский край,"7 557,4","7 557,0","96,7","7 460,3","3,9"
01.07.2014,Псковская область,"1 286,1","1 285,7","15,5","1 270,3",2
01.07.2014,Республика Адыгея (Адыгея),"1 195,1","1 195,0",12,"1 183,0","2,7"
01.07.2014,Республика Алтай,"598,7","598,5","8,3","590,2","2,8"
01.07.2014,Республика Башкортостан,"16 429,3","16 427,5","142,4","16 285,1",4
01.07.2014,Республика Бурятия,"3 612,5","3 611,7","34,8","3 576,8","3,7"
01.07.2014,Республика Дагестан,"3 475,9","3 474,4","40,2","3 434,1","1,2"
01.07.2014,Республика Ингушетия,"523,1",523,"8,9","514,1","1,2"
01.07.2014,Республика Калмыкия,"892,7","892,4","9,9","882,6","3,2"
01.07.2014,Республика Карелия,"1 289,0","1 288,7",20,"1 268,7",2
01.07.2014,Республика Коми,"3 643,9","3 643,6","28,7","3 614,9","4,2"
01.07.2014,Республика Крым,"7,5","7,2","0,9","6,4",-
01.07.2014,Республика Марий Эл,"2 082,7","2 082,2","13,9","2 068,4",3
01.07.2014,Республика Мордовия,"3 342,5","3 341,5","19,2","3 322,4","4,1"
01.07.2014,Республика Саха (Якутия),"3 553,8","3 552,9","63,6","3 489,3","3,7"
01.07.2014,Республика Северная Осетия-Алания,"1 953,5","1 953,3",13,"1 940,4","2,8"
01.07.2014,Республика Татарстан (Татарстан),"18 202,4","18 201,2","184,5","18 016,7","4,7"
01.07.2014,Республика Тыва,"806,9","806,6","7,6",799,"2,6"
01.07.2014,Республика Хакасия,"1 928,1","1 927,8","19,7","1 908,0","3,6"
01.07.2014,Ростовская область,"17 994,7","17 993,3","228,4","17 764,9","4,2"
01.07.2014,Рязанская область,"4 185,3","4 184,6","42,3","4 142,3","3,7"
01.07.2014,Самарская область,"18 581,8","18 581,3","154,1","18 427,2","5,8"
01.07.2014,г. Санкт-Петербург,"29 885,7","29 885,4","573,3","29 312,1","5,8"
01.07.2014,Саратовская область,"9 522,8","9 522,1","85,5","9 436,6","3,8"
01.07.2014,Сахалинская область,"1 878,3","1 878,2","27,9","1 850,3","3,8"
01.07.2014,Свердловская область,"22 951,7","22 951,4",411,"22 540,4","5,3"
01.07.2014,г. Севастополь,"3,3","3,3","0,6","2,6",-
01.07.2014,Смоленская область,"3 278,6","3 278,1","27,6","3 250,5","3,4"
01.07.2014,Ставропольский край,"9 017,0","9 016,2","89,9","8 926,3","3,2"
01.07.2014,Тамбовская область,"3 575,8","3 575,3","20,2","3 555,1","3,3"
