date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.10.2020,Смоленская область,"1 061,2","18,6","18,6","1 042,6","1 042,6","1 011,4"
01.10.2020,Ставропольский край,"3 187,5","71,7","71,4","3 115,8","3 089,0","2 864,9"
01.10.2020,Тамбовская область,"1 013,9","17,7","17,7","996,2","996,2","958,7"
01.10.2020,Тверская область,"1 436,0","24,4","22,2","1 411,6","1 411,6","1 336,1"
01.10.2020,Томская область,"1 498,7","23,4","23,4","1 475,3","1 471,9","1 129,3"
01.10.2020,Тульская область,"2 088,3","30,7","30,7","2 057,5","2 057,5","1 666,8"
01.10.2020,Тюменская область,"6 041,7","131,2",129,"5 910,5","5 839,1","4 803,8"
01.10.2020,Удмуртская Республика,"2 029,8","38,2","38,2","1 991,6","1 880,0","1 748,6"
01.10.2020,Ульяновская область,"1 412,8","21,5","21,5","1 391,3","1 391,3","1 320,0"
01.10.2020,Хабаровский край,"2 691,6","69,9","69,7","2 621,6","2 449,2","1 601,8"
01.10.2020,Челябинская область,"3 966,3","90,3",80,"3 875,9","3 799,5","3 437,3"
01.10.2020,Чеченская Республика,832,5,5,"827,1","827,1","494,5"
01.10.2020,Чувашская Республика - Чувашия,"1 445,2","25,5","25,5","1 419,7","1 419,7","1 321,2"
01.10.2020,Чукотский автономный округ,0,0,0,0,0,0
01.10.2020,Ярославская область,"1 516,0","78,9","78,9","1 437,1","1 437,1","1 407,9"
01.07.2020,Алтайский край,"2 391,5","40,8","40,8","2 350,6","2 350,6","2 240,4"
01.07.2020,Амурская область,"913,2","22,7","22,7","890,5","890,1","815,2"
01.07.2020,Архангельская область,"1 324,9","22,2","22,2","1 302,7","1 302,7","1 269,6"
01.07.2020,Астраханская область,"986,7",16,"15,6","970,8","970,3","968,5"
01.07.2020,Белгородская область,"1 726,5","33,5","33,5","1 693,0","1 691,3","1 647,3"
01.07.2020,Брянская область,"1 181,3","17,1","17,1","1 164,2","1 164,2","1 121,7"
01.07.2020,Владимирская область,"1 310,4","27,6","27,6","1 282,8","1 282,8","1 237,6"
01.07.2020,Волгоградская область,"2 325,9","57,3","56,8","2 268,5","2 268,3","2 177,4"
01.07.2020,Вологодская область,"1 288,1","25,9","25,9","1 262,2","1 176,2","1 163,6"
01.07.2020,Воронежская область,"4 314,4","99,7","99,5","4 214,8","4 109,9","2 408,4"
01.07.2020,Еврейская автономная область,"147,9","2,3","2,3","145,6","145,6","145,6"
01.07.2020,Забайкальский край,"1 095,5","15,5","15,5","1 080,0","1 080,0","1 043,3"
01.07.2020,Ивановская область,901,"22,9","22,9","878,1","876,5","830,8"
01.07.2020,Иркутская область,"2 847,4","46,7","46,7","2 800,7","2 800,7","2 746,5"
01.07.2020,Кабардино-Балкарская Республика,"617,1","11,3","11,3","605,8","605,8","575,6"
01.07.2020,Калининградская область,"1 268,7","32,2","32,2","1 236,5","1 235,1","1 103,8"
01.07.2020,Калужская область,"1 146,9","25,9","25,9","1 121,0","1 121,0","1 086,0"
01.07.2020,Камчатский край,"414,1","9,2","9,2","404,9","402,8","382,5"
01.07.2020,Карачаево-Черкесская Республика,"342,8","4,7","4,7","338,1","337,6","337,6"
01.07.2020,Кемеровская область-Кузбасс,"2 807,8","38,2","37,9","2 769,7","2 747,0","2 629,1"
01.07.2020,Кировская область,"1 485,7","39,6","36,8","1 446,1","1 403,6","1 230,0"
01.07.2020,Костромская область,"817,2","14,7","14,7","802,5","676,9","772,7"
01.07.2020,Краснодарский край,"7 691,2","155,3","154,3","7 535,9","7 409,0","5 467,0"
01.07.2020,Красноярский край,"3 809,0",79,"78,9","3 730,1","3 435,4","2 865,2"
01.07.2020,Курганская область,"781,8","12,3","12,3","769,4",761,"760,7"
01.07.2020,Курская область,"1 149,7","20,3","20,3","1 129,4","1 129,4","1 031,9"
01.07.2020,Ленинградская область,"18,3","0,8","0,8","17,5","17,5",0
01.07.2020,Липецкая область,"1 074,8","20,3","20,3","1 054,5","1 054,5","1 027,7"
01.07.2020,Магаданская область,"286,2",5,5,"281,2","281,2","281,2"
01.07.2020,г. Москва и Московская область,"78 246,6","2 278,8","2 240,5","75 967,8","73 478,9","39 999,6"
01.07.2020,Мурманская область,"1 060,6","13,6","13,6","1 047,0","1 047,0","1 047,0"
01.07.2020,Нижегородская область,"4 486,3","289,5","289,1","4 196,8","3 848,7","3 287,7"
01.07.2020,Новгородская область,"670,2","12,1","12,1","658,1","649,6","626,3"
01.07.2020,Новосибирская область,"10 752,5","245,4","245,2","10 507,1","7 637,5","7 647,4"
01.07.2020,Омская область,"2 026,2","30,8","30,8","1 995,5","1 995,5","1 944,3"
01.07.2020,Оренбургская область,"2 016,8","30,6","30,5","1 986,2","1 913,3","1 792,3"
01.07.2020,Орловская область,"893,7","15,3","15,3","878,5","878,5",827
01.07.2020,Пензенская область,"1 298,3","25,3","24,6","1 273,0","1 264,2","1 196,9"
01.07.2020,Пермский край,"2 992,2","72,3","72,3","2 919,9","2 880,1","2 739,7"
01.07.2020,Приморский край,"2 612,8","70,8","70,5","2 542,1","2 471,7","2 007,0"
01.07.2020,Псковская область,"643,2","11,5","11,5","631,7","631,7","614,3"
01.07.2020,Республика Адыгея (Адыгея),"364,2","5,5","5,5","358,7","358,2","331,2"
01.07.2020,Республика Алтай,"240,5","4,4","4,4","236,1",236,"235,7"
01.07.2020,Республика Башкортостан,"4 632,6","101,6","101,6","4 531,0","4 492,2","3 796,1"
01.07.2020,Республика Бурятия,"1 029,7","19,4","19,4","1 010,3","1 010,3","929,4"
01.07.2020,Республика Дагестан,"1 508,8","16,9","16,9","1 491,9","1 491,9","1 369,1"
01.07.2020,Республика Ингушетия,"255,1","2,1","2,1",253,253,"231,4"
01.07.2020,Республика Калмыкия,"260,8","3,7","3,7","257,1","257,1","257,1"
01.07.2020,Республика Карелия,"723,8","12,4","12,4","711,5","711,5","711,5"
01.07.2020,Республика Коми,"1 136,0","18,9","18,9","1 117,1","1 117,1","1 106,6"
01.07.2020,Республика Крым,"2 599,8","68,6","68,4","2 531,3","2 198,5",0
01.07.2020,Республика Марий Эл,"650,7","10,2","10,2","640,5","640,5","593,6"
01.07.2020,Республика Мордовия,"833,4","12,2",12,"821,2","821,2","585,6"
01.07.2020,Республика Саха (Якутия),"1 176,1","30,1",30,"1 146,0","1 138,1","1 069,7"
01.07.2020,Республика Северная Осетия-Алания,"540,1","5,9","5,9","534,2","534,2","534,2"
01.07.2020,Республика Татарстан (Татарстан),"4 301,2","111,6","99,8","4 189,7","3 993,8","3 444,2"
01.07.2020,Республика Тыва,"360,9","5,6","5,6","355,4","355,4","273,8"
01.07.2020,Республика Хакасия,"491,4","10,5","10,5","480,9","480,9",445
01.07.2020,Ростовская область,"4 593,0","174,3","160,7","4 418,6","4 340,4","4 033,3"
01.07.2020,Рязанская область,"1 232,9","23,9","23,9","1 209,0","1 191,8","1 125,9"
01.07.2020,Самарская область,"6 404,0","111,1","111,1","6 292,9","6 107,8","3 462,5"
01.07.2020,г. Санкт-Петербург,"12 641,3","477,2","474,2","12 164,1","11 663,4","7 999,3"
01.07.2020,Саратовская область,"2 426,9","36,6","36,4","2 390,3","2 389,6","2 328,1"
01.07.2020,Сахалинская область,"670,4","17,1","17,1","653,3","653,3","640,1"
01.07.2020,Свердловская область,"7 449,7","297,6","297,4","7 152,1","6 855,8","4 750,3"
01.07.2020,г. Севастополь,"10,3",3,3,"7,3","0,4",0
01.07.2020,Смоленская область,"980,9","17,2","17,2","963,6","963,6","935,6"
01.07.2020,Ставропольский край,"2 844,1","68,9","68,6","2 775,2","2 751,1","2 605,4"
01.07.2020,Тамбовская область,"925,6","16,7","16,7","908,9","908,9","876,4"
01.07.2020,Тверская область,"1 317,5",23,"20,8","1 294,5","1 294,5","1 230,7"
01.07.2020,Томская область,"1 236,3","22,2","22,2","1 214,1","1 212,1","1 040,9"
01.07.2020,Тульская область,"1 752,5","28,6","28,6","1 723,9","1 723,9","1 537,5"
01.07.2020,Тюменская область,"5 270,0","125,5","124,1","5 144,5","5 075,0","4 439,3"
01.07.2020,Удмуртская Республика,"1 868,4","36,3","36,3","1 832,2","1 728,6","1 605,1"
01.07.2020,Ульяновская область,"1 293,2","20,3","20,3","1 272,9","1 272,9","1 212,8"
01.07.2020,Хабаровский край,"2 489,1","79,3","79,2","2 409,7","2 250,2","1 477,6"
01.07.2020,Челябинская область,"3 638,1",85,"74,8","3 553,1","3 473,9","3 153,7"
01.07.2020,Чеченская Республика,"731,5","4,3","4,3","727,3","727,3","420,3"
01.07.2020,Чувашская Республика - Чувашия,"1 310,2","23,7","23,7","1 286,5","1 286,5","1 198,8"
01.07.2020,Чукотский автономный округ,0,0,0,0,0,0
01.07.2020,Ярославская область,"1 382,8","71,8","71,8","1 311,0","1 311,0","1 285,8"
01.04.2020,Алтайский край,"2 153,4","37,8","37,8","2 115,6","2 115,5","2 019,0"
01.04.2020,Амурская область,"819,5","20,6","20,6","798,9","798,6","739,8"
01.04.2020,Архангельская область,"1 223,1","20,6","20,6","1 202,5","1 202,5","1 175,2"
01.04.2020,Астраханская область,"890,4","14,4",14,876,"875,5","874,5"
01.04.2020,Белгородская область,"1 571,0","30,5","30,5","1 540,5","1 538,6","1 507,0"
01.04.2020,Брянская область,"1 048,1","15,6","15,6","1 032,5","1 032,5","1 021,8"
01.04.2020,Владимирская область,"1 179,6","25,3","25,3","1 154,3","1 154,3","1 119,9"
01.04.2020,Волгоградская область,"2 094,3","50,4",50,"2 043,9","2 043,7","1 966,7"
01.04.2020,Вологодская область,"1 182,9","24,1","24,1","1 158,8","1 081,4","1 068,4"
01.04.2020,Воронежская область,"3 878,6","95,9","95,7","3 782,7","3 669,7","2 163,8"
01.04.2020,Еврейская автономная область,135,"2,2","2,2","132,8","132,8","132,8"
01.04.2020,Забайкальский край,"981,5","13,9","13,9","967,6","967,6","936,8"
01.04.2020,Ивановская область,"816,6","21,1","21,1","795,5",794,"754,8"
01.04.2020,Иркутская область,"2 571,0","43,5","43,5","2 527,5","2 527,5","2 480,9"
01.04.2020,Кабардино-Балкарская Республика,"535,7","9,5","9,5","526,2","526,2",502
01.04.2020,Калининградская область,"1 148,6","29,7","29,7","1 118,9","1 117,5","1 001,8"
01.04.2020,Калужская область,"1 050,0","24,6","24,6","1 025,4","1 025,4","996,8"
01.04.2020,Камчатский край,379,"8,6","8,6","370,3","368,8","351,1"
01.04.2020,Карачаево-Черкесская Республика,"318,7","5,4","4,2","313,3","312,8","305,8"
01.04.2020,Кемеровская область-Кузбасс,"2 530,7","35,4","35,1","2 495,3","2 464,1","2 370,2"
01.04.2020,Кировская область,"1 340,9",37,"34,3","1 303,9","1 261,5","1 114,5"
01.04.2020,Костромская область,"726,6","13,8","13,7","712,8","607,9","690,9"
01.04.2020,Краснодарский край,"6 972,6","155,9",155,"6 816,7","6 702,9","4 956,2"
01.04.2020,Красноярский край,"3 528,4","74,8","74,7","3 453,6","3 169,3","2 637,0"
01.04.2020,Курганская область,"713,3","11,3","11,3",702,"693,7","693,4"
01.04.2020,Курская область,"1 039,6","17,5","17,5","1 022,1","1 010,8",934
01.04.2020,Ленинградская область,"16,2","0,8","0,8","15,5","15,5",0
01.04.2020,Липецкая область,"968,6","18,5","18,5","950,1","950,1","929,6"
01.04.2020,Магаданская область,"262,1","4,7","4,7","257,4","257,4","257,4"
01.04.2020,г. Москва и Московская область,"69 339,7","2 134,8","2 101,0","67 204,9","65 238,6","35 495,7"
01.04.2020,Мурманская область,"976,2",12,12,"964,2","964,2","964,2"
01.04.2020,Нижегородская область,"4 123,2","254,4","253,5","3 868,8","3 551,2","3 027,0"
01.04.2020,Новгородская область,"610,3","11,3","11,3","598,9","590,6","570,5"
01.04.2020,Новосибирская область,"9 551,3",244,"242,7","9 307,4","6 918,1","6 676,7"
01.04.2020,Омская область,"1 812,0","28,4","28,4","1 783,6","1 783,6","1 740,0"
01.04.2020,Оренбургская область,"1 804,2","28,1","28,1","1 776,1","1 707,1","1 599,4"
01.04.2020,Орловская область,"813,9","15,2","14,2","798,7","798,7","751,3"
01.04.2020,Пензенская область,"1 169,2",23,"22,3","1 146,2","1 139,6","1 082,6"
01.04.2020,Пермский край,"2 709,1","67,3","67,3","2 641,9","2 597,6","2 479,6"
01.04.2020,Приморский край,"2 433,8","67,6","67,1","2 366,2","2 285,6","1 865,9"
01.04.2020,Псковская область,"588,6","10,7","10,7","577,8","577,8",564
01.04.2020,Республика Адыгея (Адыгея),"327,7","4,7","4,7",323,"322,6","297,6"
01.04.2020,Республика Алтай,"218,6","3,9","3,9","214,7","214,6","214,3"
01.04.2020,Республика Башкортостан,"4 000,9","96,1","95,7","3 904,8","3 868,4","3 440,7"
01.04.2020,Республика Бурятия,"917,4","17,5","17,5","899,9","899,9","832,3"
01.04.2020,Республика Дагестан,"1 352,0","14,8","14,8","1 337,2","1 337,2","1 234,7"
01.04.2020,Республика Ингушетия,"224,7","1,8","1,8","222,8","222,8","204,3"
01.04.2020,Республика Калмыкия,"239,2","3,2","3,2",236,236,236
01.04.2020,Республика Карелия,"668,2","11,5","11,4","656,7","656,7","656,7"
01.04.2020,Республика Коми,"1 037,8","17,7","17,7","1 020,1","1 020,1","1 011,8"
01.04.2020,Республика Крым,"2 351,1","65,9","65,8","2 285,2","1 965,8",0
01.04.2020,Республика Марий Эл,"586,1","9,2","9,2","576,9","576,9","539,7"
01.04.2020,Республика Мордовия,"771,9","10,8","10,6","761,1","761,1","534,9"
01.04.2020,Республика Саха (Якутия),"1 054,1","27,2","27,1","1 026,9","1 019,6","965,5"
01.04.2020,Республика Северная Осетия-Алания,"483,5","5,1","5,1","478,3","478,3","478,3"
01.04.2020,Республика Татарстан (Татарстан),"3 860,6","99,6","90,4","3 761,0","3 594,4","3 108,8"
01.04.2020,Республика Тыва,"322,4","4,9","4,9","317,5","317,5","243,6"
01.04.2020,Республика Хакасия,"442,8","9,8","9,8","432,9","432,9","400,1"
01.04.2020,Ростовская область,"4 205,6","159,3","145,9","4 046,3","3 970,8","3 673,7"
01.04.2020,Рязанская область,"1 115,7","21,9","21,9","1 093,7","1 085,2","1 034,4"
01.04.2020,Самарская область,"5 751,3","101,9","101,8","5 649,3","5 450,2","3 114,6"
01.04.2020,г. Санкт-Петербург,"11 617,2","438,5","435,3","11 178,8","10 712,7","7 354,6"
01.04.2020,Саратовская область,"2 188,8","34,1","33,9","2 154,8","2 154,1","2 104,3"
01.04.2020,Сахалинская область,"613,6","15,9","15,9","597,7","597,4","586,9"
01.04.2020,Свердловская область,"6 766,9","261,7","261,3","6 505,2","6 229,7","4 388,9"
01.04.2020,г. Севастополь,"9,8","3,2","3,2","6,6","0,5",0
01.04.2020,Смоленская область,"895,5","15,9","15,9","879,6","879,6","855,6"
01.04.2020,Ставропольский край,"2 541,9","62,1","61,8","2 479,8","2 457,7","2 334,2"
01.04.2020,Тамбовская область,"841,8","15,2","15,2","826,5","826,5",801
01.04.2020,Тверская область,"1 200,6","21,5","19,4","1 179,0","1 179,0","1 129,7"
01.04.2020,Томская область,"1 105,8","20,3","20,3","1 085,5","1 083,4","950,2"
01.04.2020,Тульская область,"1 598,5","26,4","26,4","1 572,1","1 572,1","1 412,5"
01.04.2020,Тюменская область,"4 795,5","110,6","109,3","4 684,9","4 616,5","4 061,5"
01.04.2020,Удмуртская Республика,"1 704,0","33,8","33,8","1 670,2","1 573,4","1 461,2"
01.04.2020,Ульяновская область,"1 163,8",19,19,"1 144,9","1 144,9","1 093,3"
01.04.2020,Хабаровский край,"2 285,4","70,2","70,1","2 215,2","2 064,1","1 352,2"
01.04.2020,Челябинская область,"3 282,2",81,"71,2","3 201,2","3 117,6","2 853,4"
01.04.2020,Чеченская Республика,"638,3","3,9","3,9","634,3","634,3","373,3"
01.04.2020,Чувашская Республика - Чувашия,"1 178,9","21,3","21,3","1 157,6","1 157,6","1 079,9"
01.04.2020,Чукотский автономный округ,0,0,0,0,0,0
01.04.2020,Ярославская область,"1 259,0","64,5","64,5","1 194,4","1 194,4","1 172,7"
01.01.2020,Алтайский край,"2 649,5","40,4","40,4","2 609,2","2 609,1","2 473,3"
01.01.2020,Амурская область,"1 007,8","22,4","22,4","985,5","985,1","894,3"
01.01.2020,Архангельская область,"1 449,1","22,4","22,4","1 426,7","1 426,7","1 387,6"
01.01.2020,Астраханская область,"1 091,8","15,8","15,4","1 076,0","1 075,2","1 073,7"
01.01.2020,Белгородская область,"1 858,9","32,6","32,6","1 826,3","1 824,3","1 777,1"
01.01.2020,Брянская область,"1 234,0","16,6","16,6","1 217,4","1 217,4","1 198,7"
01.01.2020,Владимирская область,"1 404,9","26,7","26,7","1 378,2","1 378,2","1 325,5"
01.01.2020,Волгоградская область,"2 616,9","58,1","56,6","2 558,8","2 545,8","2 430,2"
01.01.2020,Вологодская область,"1 330,3",27,27,"1 303,3","1 269,7","1 258,1"
01.01.2020,Воронежская область,"4 719,7","105,5","104,3","4 614,2","4 599,6","2 612,6"
01.01.2020,Еврейская автономная область,"163,3","2,3","2,3",161,161,161
01.01.2020,Забайкальский край,"1 218,6",15,15,"1 203,6","1 203,6","1 161,2"
01.01.2020,Ивановская область,"970,1","22,5","22,5","947,5","945,1","893,1"
01.01.2020,Иркутская область,"3 148,7","46,7","46,7","3 102,0","3 102,0","3 036,9"
01.01.2020,Кабардино-Балкарская Республика,689,"10,7","10,7","678,3","678,3",640
01.01.2020,Калининградская область,"1 428,3","33,8","32,1","1 394,6","1 384,3","1 232,3"
01.01.2020,Калужская область,"1 279,7","26,9","26,9","1 252,8","1 252,8","1 208,2"
01.01.2020,Камчатский край,"471,8","9,4","9,4","462,4","442,7",416
01.01.2020,Карачаево-Черкесская Республика,"389,9","6,3","4,9","383,5",383,"375,7"
01.01.2020,Кемеровская область-Кузбасс,"3 127,0","38,1","37,7","3 088,9","3 046,8","2 907,5"
01.01.2020,Кировская область,"1 615,1","41,8","38,6","1 573,3","1 513,2","1 322,7"
01.01.2020,Костромская область,"992,1","14,9","14,7","977,3","768,8","945,4"
01.01.2020,Краснодарский край,"8 707,8","191,8",190,"8 516,0","8 318,1","6 074,6"
01.01.2020,Красноярский край,"4 321,8","81,8","81,7","4 240,0","3 800,0","3 150,2"
01.01.2020,Курганская область,"868,6","12,4","12,4","856,2","846,9","846,6"
01.01.2020,Курская область,"1 279,2","19,8","19,8","1 259,4","1 241,0","1 106,7"
01.01.2020,Ленинградская область,"20,1","0,9","0,8","19,2","15,1",0
01.01.2020,Липецкая область,"1 183,7","19,8","19,8","1 163,9","1 163,9","1 129,2"
01.01.2020,Магаданская область,"318,3","5,4","5,2","312,9","312,5","312,4"
01.01.2020,г. Москва и Московская область,"81 358,9","2 446,3","2 432,3","78 912,5","76 651,2","43 994,8"
01.01.2020,Мурманская область,"1 163,0","13,4","13,2","1 149,6","1 148,9","1 148,7"
01.01.2020,Нижегородская область,"4 917,5",290,"288,5","4 627,5","4 250,1","3 614,8"
01.01.2020,Новгородская область,"751,1","12,4","12,4","738,7","729,2","702,5"
01.01.2020,Новосибирская область,"11 933,9","290,9","288,9","11 643,0","9 172,8","8 460,5"
01.01.2020,Омская область,"2 208,1","31,3","31,3","2 176,8","2 176,8","2 115,4"
01.01.2020,Оренбургская область,"2 240,2","29,7","29,7","2 210,5","2 102,1","1 969,2"
01.01.2020,Орловская область,"993,7","17,1","15,5","976,6","976,6","911,5"
01.01.2020,Пензенская область,"1 434,7","25,4","24,5","1 409,3","1 401,4","1 321,1"
01.01.2020,Пермский край,"3 294,8","76,7","76,7","3 218,1","3 204,3","3 045,3"
01.01.2020,Приморский край,"2 843,5","74,2","73,2","2 769,2","2 672,8","2 160,8"
01.01.2020,Псковская область,"708,1","11,6","11,6","696,5","696,5","674,5"
01.01.2020,Республика Адыгея (Адыгея),"409,4","5,2","5,2","404,3","403,7","371,9"
01.01.2020,Республика Алтай,268,"4,2","4,2","263,8","263,6","263,3"
01.01.2020,Республика Башкортостан,"4 970,8","110,5","109,9","4 860,3","4 815,6","4 226,2"
01.01.2020,Республика Бурятия,"1 156,8","18,9","18,8","1 137,9","1 137,9","1 040,0"
01.01.2020,Республика Дагестан,"1 596,2","16,7","16,7","1 579,4","1 579,4","1 398,1"
01.01.2020,Республика Ингушетия,"269,7","2,6","2,5","267,1","267,1","236,9"
01.01.2020,Республика Калмыкия,"285,8","3,7","3,7","282,1","282,1","282,1"
01.01.2020,Республика Карелия,"803,5","13,1","12,5","790,4","789,5","786,8"
01.01.2020,Республика Коми,"1 268,0","18,9","18,9","1 249,1","1 249,1","1 236,6"
01.01.2020,Республика Крым,"2 741,5","75,8","75,6","2 665,7","2 306,9",0
01.01.2020,Республика Марий Эл,"717,8","9,9","9,9","707,9","707,9","649,1"
01.01.2020,Республика Мордовия,"783,2","12,4","12,2","770,8","741,3","643,3"
01.01.2020,Республика Саха (Якутия),"1 382,5","30,7","30,6","1 351,8","1 342,9","1 187,2"
01.01.2020,Республика Северная Осетия-Алания,"596,4","5,6","5,6","590,8","590,8","590,8"
01.01.2020,Республика Татарстан (Татарстан),"4 756,8","102,1","95,8","4 654,7","4 434,4","3 751,5"
01.01.2020,Республика Тыва,"403,5","5,3","5,3","398,2","398,2","301,2"
01.01.2020,Республика Хакасия,"530,5","10,6","10,6","519,8","519,8","479,1"
01.01.2020,Ростовская область,"5 147,5","183,2","166,6","4 964,3","4 871,1","4 509,1"
01.01.2020,Рязанская область,"1 372,1","23,6","23,6","1 348,6","1 336,1","1 260,3"
01.01.2020,Самарская область,"7 069,0","110,1",110,"6 958,8","6 938,3","3 848,4"
01.01.2020,г. Санкт-Петербург,"13 885,0","502,3","491,9","13 382,7","12 620,6","8 676,8"
01.01.2020,Саратовская область,"2 665,3","37,2",37,"2 628,2","2 627,2","2 556,7"
01.01.2020,Сахалинская область,"723,6","17,1","17,1","706,5","706,2","691,2"
01.01.2020,Свердловская область,"8 305,3","311,9","311,3","7 993,5","7 636,7","5 204,7"
01.01.2020,г. Севастополь,"15,7","3,3","3,3","12,4","3,4",0
01.01.2020,Смоленская область,"1 080,8","17,3","17,3","1 063,5","1 063,5","1 030,4"
01.01.2020,Ставропольский край,"3 166,8","69,2","67,4","3 097,6","3 066,0","2 901,7"
01.01.2020,Тамбовская область,"1 022,3","16,2","16,2","1 006,0","1 006,0","966,5"
01.01.2020,Тверская область,"1 412,7","23,1","20,5","1 389,6","1 389,6","1 309,9"
01.01.2020,Томская область,"1 318,3","21,5","21,5","1 296,8","1 294,0","1 138,6"
01.01.2020,Тульская область,"1 983,0","28,7","28,7","1 954,3","1 945,4","1 707,0"
01.01.2020,Тюменская область,"5 680,7","121,6",120,"5 559,1","5 477,3","4 886,4"
01.01.2020,Удмуртская Республика,"2 063,6","37,1","37,1","2 026,5","1 890,3","1 747,8"
01.01.2020,Ульяновская область,"1 476,4","20,8","20,8","1 455,6","1 455,5","1 382,1"
01.01.2020,Хабаровский край,"2 823,4",79,"78,8","2 744,4","2 516,3","1 648,0"
01.01.2020,Челябинская область,"3 975,6","90,1","78,9","3 885,6","3 794,8","3 433,4"
01.01.2020,Чеченская Республика,776,"4,5","4,4","771,5","771,5","423,3"
01.01.2020,Чувашская Республика - Чувашия,"1 459,4","23,4","23,4","1 436,0","1 436,0","1 335,1"
01.01.2020,Чукотский автономный округ,0,0,0,0,0,0
01.01.2020,Ярославская область,"1 546,8","76,4","76,4","1 470,5","1 470,5","1 439,9"
01.10.2021,Алтайский край,"2 828,4","44,3","44,3","2 784,1","2 783,4","2 645,6"
01.10.2021,Амурская область,"1 100,9","26,9","26,9","1 073,9","1 073,6","990,1"
01.10.2021,Архангельская область,"1 547,6","24,7","24,7","1 522,9","1 522,9","1 482,1"
01.10.2021,Астраханская область,"1 187,2","16,1","15,6","1 171,1","1 170,8","1 170,8"
01.10.2021,Белгородская область,"2 060,7","35,7","35,7","2 025,0","2 023,2","1 962,4"
01.10.2021,Брянская область,"1 405,0","19,3","19,3","1 385,7","1 385,7","1 334,1"
01.10.2021,Владимирская область,"1 610,2","30,2","30,2","1 579,9","1 579,9","1 518,7"
01.10.2021,Волгоградская область,"2 774,8","65,5","64,9","2 709,3","2 702,8","2 599,7"
01.10.2021,Вологодская область,"1 520,4","31,6","31,6","1 488,8","1 426,3","1 383,4"
01.10.2021,Воронежская область,"5 220,3","58,4","58,4","5 161,9","5 160,8","2 882,5"
01.10.2021,Еврейская автономная область,"177,8","2,4","2,4","175,4","175,4","175,4"
01.10.2021,Забайкальский край,"1 326,9","17,3","17,3","1 309,7","1 309,7","1 261,2"
01.10.2021,Ивановская область,"1 151,7","25,2","25,2","1 126,5","1 125,2","1 070,0"
01.10.2021,Иркутская область,"3 386,0","50,2","50,2","3 335,8","3 334,9","3 267,7"
01.10.2021,Кабардино-Балкарская Республика,"775,7","12,7","12,5",763,763,727
01.10.2021,Калининградская область,"1 524,0","36,3","36,3","1 487,7","1 486,5","1 316,7"
01.10.2021,Калужская область,"1 368,9","27,4","27,4","1 341,5","1 341,5","1 297,3"
01.10.2021,Камчатский край,"491,5","10,4","10,4","481,1","479,5","456,1"
01.10.2021,Карачаево-Черкесская Республика,"426,4","5,1","5,1","421,2","421,2","421,2"
01.10.2021,Кемеровская область-Кузбасс,"3 357,1","39,7","39,5","3 317,4","3 291,7","3 120,6"
01.10.2021,Кировская область,"1 775,4","44,3","41,7","1 731,1","1 694,4","1 464,2"
01.10.2021,Костромская область,"918,5","15,9","15,9","902,5","794,2","862,3"
01.10.2021,Краснодарский край,"9 775,7","171,1","168,8","9 604,6","9 445,7","6 806,2"
01.10.2021,Красноярский край,"4 498,7","73,8","73,8","4 424,9","4 177,4","3 463,4"
01.10.2021,Курганская область,"903,7","13,3","13,3","890,5",890,"889,7"
01.10.2021,Курская область,"1 383,0","23,5","23,5","1 359,5","1 356,6","1 231,8"
01.10.2021,Ленинградская область,"22,4","0,8","0,8","21,7","21,7",0
01.10.2021,Липецкая область,"1 304,8","21,3","21,3","1 283,5","1 283,5","1 246,1"
01.10.2021,Магаданская область,"331,2","5,6","5,6","325,7","325,7","325,7"
01.10.2021,г. Москва и Московская область,"101 021,3","2 589,9","2 523,9","98 431,5","95 669,1","58 499,0"
01.10.2021,Мурманская область,"1 204,7","13,9","13,9","1 190,8","1 190,8","1 190,8"
01.10.2021,Нижегородская область,"5 308,0",282,"280,3","5 026,0","4 640,4","3 870,2"
01.10.2021,Новгородская область,"777,6","12,9","12,9","764,7",759,"727,7"
01.10.2021,Новосибирская область,"13 537,8","256,5","255,5","13 281,3","8 538,8","9 676,6"
01.10.2021,Омская область,"2 347,4","32,7","32,7","2 314,8","2 314,8","2 248,7"
01.10.2021,Оренбургская область,"2 425,1",33,33,"2 392,1","2 335,4","2 165,8"
01.10.2021,Орловская область,"1 072,8","16,1","16,1","1 056,7","1 056,7","995,7"
01.10.2021,Пензенская область,"1 551,1","27,3","26,6","1 523,8","1 513,9","1 438,9"
01.10.2021,Пермский край,"3 661,1",70,70,"3 591,2","3 553,7","3 358,5"
01.10.2021,Приморский край,"3 138,8","76,5","76,4","3 062,3","3 050,1","2 486,9"
01.10.2021,Псковская область,"757,9","12,5",12,"745,5","745,5","722,3"
01.10.2021,Республика Адыгея (Адыгея),461,"6,4","6,4","454,6","454,6","424,7"
01.10.2021,Республика Алтай,"287,7","4,9","4,9","282,8","282,8","282,6"
01.10.2021,Республика Башкортостан,"5 612,1","107,3","107,3","5 504,8","5 479,3","4 613,3"
01.10.2021,Республика Бурятия,"1 240,7","23,3","23,3","1 217,3","1 217,3","1 120,2"
